date,country_name,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,school_closing,school_closing_flag,workplace_closing,workplace_closing_flag,cancel_public_events,cancel_public_events_flag,restrictions_on_gatherings,restrictions_on_gatherings_flag,close_public_transit,close_public_transit_flag,stay_at_home_requirements,stay_at_home_requirements_flag,restrictions_on_internal_movement,restrictions_on_internal_movement_flag,international_travel_controls,income_support,income_support_flag,debt_contract_relief,fiscal_measures,international_support,public_information_campaigns,public_information_campaigns_flag,testing_policy,contact_tracing,emergency_healthcare_investment,vaccine_investment,misc_wildcard,confirmed_cases,deaths,stringency_index,mobility_transit_stations_response,mobility_retail_and_recreation_response,mobility_grocery_and_pharmacy_response,mobility_parks_response,mobility_residential_response,mobility_workplaces_response
2020-07-13,India,2,1158.0,47.0,94146.0,5335.0,-79.0,-74.0,-34.0,-83.0,25.0,-61.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,878254.0,23174.0,77.78,-81.0,-78.0,-46.0,-85.0,27.0,-63.0
2020-07-14,India,2,954.0,70.0,95100.0,5405.0,-81.0,-78.0,-46.0,-85.0,27.0,-63.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,906752.0,23727.0,77.78,-82.0,-80.0,-47.0,-86.0,27.0,-64.0
2020-07-15,India,2,1374.0,62.0,96474.0,5467.0,-82.0,-80.0,-47.0,-86.0,27.0,-64.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,936181.0,24309.0,77.78,-81.0,-79.0,-48.0,-86.0,27.0,-63.0
2020-07-16,India,2,1476.0,56.0,97950.0,5523.0,-81.0,-79.0,-48.0,-86.0,27.0,-63.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,968876.0,24915.0,77.78,-79.0,-76.0,-35.0,-83.0,27.0,-61.0
2020-07-17,India,2,1214.0,62.0,99164.0,5585.0,-79.0,-76.0,-35.0,-83.0,27.0,-61.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1003832.0,25602.0,77.78,-77.0,-75.0,-32.0,-83.0,24.0,-56.0
2020-07-18,India,2,1186.0,65.0,100350.0,5650.0,-77.0,-75.0,-32.0,-83.0,24.0,-56.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1038716.0,26273.0,77.78,-78.0,-82.0,-46.0,-87.0,19.0,-43.0
2020-07-19,India,2,1038.0,64.0,101388.0,5714.0,-78.0,-82.0,-46.0,-87.0,19.0,-43.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1077618.0,26816.0,77.78,-78.0,-72.0,-29.0,-81.0,25.0,-60.0
2020-07-20,India,2,1035.0,41.0,102423.0,5755.0,-78.0,-72.0,-29.0,-81.0,25.0,-60.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1118043.0,27497.0,77.78,-78.0,-73.0,-32.0,-81.0,25.0,-61.0
2020-07-21,India,2,945.0,62.0,103368.0,5817.0,-78.0,-73.0,-32.0,-81.0,25.0,-61.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1155191.0,28084.0,77.78,-77.0,-73.0,-30.0,-81.0,24.0,-59.0
2020-07-22,India,2,1310.0,58.0,104678.0,5875.0,-77.0,-73.0,-30.0,-81.0,24.0,-59.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1192915.0,28732.0,77.78,-78.0,-73.0,-33.0,-81.0,25.0,-61.0
