date,country_name,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,school_closing,school_closing_flag,workplace_closing,workplace_closing_flag,cancel_public_events,cancel_public_events_flag,restrictions_on_gatherings,restrictions_on_gatherings_flag,close_public_transit,close_public_transit_flag,stay_at_home_requirements,stay_at_home_requirements_flag,restrictions_on_internal_movement,restrictions_on_internal_movement_flag,international_travel_controls,income_support,income_support_flag,debt_contract_relief,fiscal_measures,international_support,public_information_campaigns,public_information_campaigns_flag,testing_policy,contact_tracing,emergency_healthcare_investment,vaccine_investment,misc_wildcard,confirmed_cases,deaths,stringency_index,mobility_transit_stations_response,mobility_retail_and_recreation_response,mobility_grocery_and_pharmacy_response,mobility_parks_response,mobility_residential_response,mobility_workplaces_response
2020-02-15,France,2,,,,,4.0,-4.0,-8.0,7.0,-1.0,-7.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,11.0,1.0,13.89,3.0,-2.0,-9.0,0.0,-2.0,-1.0
2020-02-16,France,2,,,,,3.0,-2.0,-9.0,0.0,-2.0,-1.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,11.0,1.0,13.89,-12.0,-4.0,-5.0,13.0,2.0,-16.0
2020-02-17,France,2,,,,,-12.0,-4.0,-5.0,13.0,2.0,-16.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,-8.0,0.0,-4.0,13.0,1.0,-14.0
2020-02-18,France,2,,,,,-8.0,0.0,-4.0,13.0,1.0,-14.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,-14.0,-4.0,-10.0,-1.0,2.0,-12.0
2020-02-19,France,2,,,,,-14.0,-4.0,-10.0,-1.0,2.0,-12.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,-9.0,-5.0,-10.0,2.0,2.0,-14.0
2020-02-20,France,2,,,,,-9.0,-5.0,-10.0,2.0,2.0,-14.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,-8.0,2.0,-5.0,7.0,2.0,-13.0
2020-02-21,France,2,,,,,-8.0,2.0,-5.0,7.0,2.0,-13.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,5.0,1.0,-4.0,11.0,0.0,-7.0
2020-02-22,France,2,,,,,5.0,1.0,-4.0,11.0,0.0,-7.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,7.0,4.0,-2.0,12.0,-1.0,-2.0
2020-02-23,France,2,,,,,7.0,4.0,-2.0,12.0,-1.0,-2.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,-3.0,3.0,2.0,15.0,0.0,1.0
2020-02-24,France,2,,,,,-3.0,3.0,2.0,15.0,0.0,1.0,48.856944,2.3513889999999997,POINT(2.351389 48.856944),,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,13.89,-4.0,0.0,1.0,5.0,0.0,2.0
