date,location_key,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_hospitalized_patients,new_intensive_care_patients,new_ventilator_patients,cumulative_hospitalized_patients,cumulative_intensive_care_patients,cumulative_ventilator_patients,current_hospitalized_patients,current_intensive_care_patients,current_ventilator_patients,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,wikidata_id,datacommons_id,openstreetmap_id,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm
2020-04-10,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,319,5,,,4357,42,,,,,,,,,,,,-70,-82,-91,16,29,-85,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),9.37037,2.302469,15.691358,0.0,
2020-04-11,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-51,-59,6,10,10,-31,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),8.771605,0.845679,15.722222,0.0,
2020-04-12,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-50,-67,-19,55,5,-25,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.864198,2.444444,22.858025,0.0,
2020-04-13,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-75,-85,-93,-29,30,-87,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),7.703704,2.222222,15.123457,1.016,
2020-04-14,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,310,14,,,4667,56,,,,,,,,,,,,-54,-52,1,-21,19,-54,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),5.488889,0.688889,9.788889,0.28575,
2020-04-15,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,69,18,,,4736,74,,,,,,,,,,,,-53,-53,-7,-1,19,-53,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),8.588889,3.566667,14.394444,0.0,
2020-04-16,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-51,-61,2,20,18,-52,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),11.466667,3.966667,18.205556,0.0,
2020-04-17,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,235,10,,,4971,84,,,,,,,,,,,,-52,-64,0,13,18,-51,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.567901,3.660494,16.654321,0.0,
2020-04-18,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,120,8,,,5091,92,,,,,,,,,,,,-47,-68,-9,39,9,-22,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.533333,2.644444,16.922222,0.0,
2020-04-19,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-50,-68,,38,7,-23,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),8.722222,4.011111,13.422222,0.0,
2020-04-20,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,134,2,,,5225,94,,,,,,,,,,,,-49,-58,-10,6,17,-45,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),9.194444,2.327778,14.872222,0.0,
2020-04-21,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,40,3,,,5265,97,,,,,,,,,,,,-49,-60,-9,8,17,-45,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.703704,3.506173,16.975309,0.0,
2020-04-22,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,76,8,,,5341,105,,,,,,,,,,,,-46,-56,-7,28,15,-44,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),11.644444,4.472222,17.477778,0.0,
2020-04-23,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-46,-55,-6,31,15,-44,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.877778,5.577778,20.7,0.0,
2020-04-24,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,135,7,,,5476,112,,,,,,,,,,,,-49,-60,-9,12,16,-44,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.033333,6.527778,21.127778,0.0,
2020-04-25,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,56,1,,,5532,113,,,,,,,,,,,,-48,-64,-7,3,10,-22,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.277778,6.9,15.572222,0.0508,
2020-04-26,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-47,-65,,40,6,-20,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),11.372222,4.661111,16.977778,0.0,
2020-04-27,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,145,14,,,5677,127,,,,,,,,,,,,-45,-52,-9,26,14,-41,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.049383,3.518519,21.944444,0.0,
2020-04-28,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-46,-54,-8,14,14,-41,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),15.733333,8.233333,22.405556,0.0,
2020-04-29,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,61,20,,,5738,147,,,,,,,,,,,,-45,-57,-4,-15,16,-43,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),11.65,8.627778,16.711111,2.9845,
2020-04-30,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,143,2,,,5881,149,,,,,,,,,,,,-43,-45,17,-10,14,-43,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.288889,8.2,18.333333,3.683,
2020-05-01,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-64,-82,-89,11,27,-82,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.116667,9.377778,17.561111,0.435429,
2020-05-02,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-45,-54,5,-18,10,-21,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.344444,6.988889,15.111111,0.508,
2020-05-03,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,123,5,,,6004,154,,,,,,,,,,,,-48,-70,,12,7,-21,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.616667,6.738889,14.705556,1.044222,
2020-05-04,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-44,-46,-6,-25,15,-40,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),9.355556,4.65,13.827778,0.0,
2020-05-05,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,82,5,,,6086,159,,,,,,,,,,,,-45,-49,-7,-20,15,-40,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),7.105556,2.683333,11.422222,2.5908,
2020-05-06,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-39,-45,1,31,13,-38,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.694444,4.388889,16.161111,0.3048,
2020-05-07,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-40,-40,15,14,12,-38,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),10.316667,5.627778,15.616667,0.0,
2020-05-08,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,117,4,,,6203,163,,,,,,,,,,,,-57,-77,-86,59,20,-74,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.005556,5.35,21.027778,0.0,
2020-05-09,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-32,-45,8,70,3,-7,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),15.771605,6.537037,22.493827,0.0,
2020-05-10,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-38,-62,-5,29,2,-5,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.537037,9.518519,24.425926,0.1905,
2020-05-11,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,69,2,,,6272,165,,,,,,,,,,,,-45,-48,-12,-45,15,-38,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),7.191358,1.179012,16.851852,1.4605,
2020-05-12,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-40,-42,-2,-13,14,-36,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),6.364198,-0.0,11.111111,4.47675,
2020-05-13,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-38,-42,-4,9,13,-35,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),9.209877,3.512346,13.950617,0.084667,
2020-05-14,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-40,-40,-3,5,12,-35,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),9.372222,4.35,13.622222,0.790222,
2020-05-15,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,121,12,,,6393,177,,,,,,,,,,,,-39,-39,-7,10,11,-33,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),9.95,2.277778,15.166667,0.0,
2020-05-16,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-36,-43,-5,25,5,-4,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),11.55,6.677778,16.044444,0.0,
2020-05-17,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-38,-50,-9,53,3,0,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),12.977778,8.138889,17.688889,0.0635,
2020-05-18,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,81,5,,,6474,182,,,,,,,,,,,,-37,-30,-6,10,11,-33,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),15.272222,9.438889,20.388889,0.0,
2020-05-19,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-37,-32,-2,5,11,-33,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.733333,9.738889,19.377778,0.03175,
2020-05-20,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-29,-22,24,48,7,-32,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.141975,7.623457,19.320988,0.1905,
2020-05-21,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-52,-63,-86,86,16,-78,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.123457,6.018519,20.098765,0.0,
2020-05-22,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-46,-35,-4,14,14,-53,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),15.907407,8.166667,21.864198,0.0,
2020-05-23,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,137,9,,,6611,191,,,,,,,,,,,,-40,-42,-10,9,6,-6,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.05,9.572222,18.405556,2.1844,
2020-05-24,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-44,-56,-20,-19,3,-10,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),12.033333,8.272222,16.694444,2.286,
2020-05-25,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-37,-31,-7,-17,12,-36,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),11.655556,9.305556,14.066667,7.6835,
2020-05-26,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-34,-27,-5,33,10,-31,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.566667,7.6,19.077778,1.143,
2020-05-27,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,61,2,,,6672,193,,,,,,,,,,,,-31,-27,-5,43,9,-31,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),15.794444,7.422222,21.605556,0.0,
2020-05-28,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-34,-27,-2,27,9,-32,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.9,9.461111,18.666667,0.653143,
2020-05-29,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-33,-30,-1,21,8,-30,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.005556,7.444444,19.055556,0.381,
2020-05-30,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-29,-33,1,39,1,7,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.116667,7.766667,17.588889,0.0,
2020-05-31,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,127,5,,,6799,198,,,,,,,,,,,,-28,-36,12,73,-1,13,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),15.005556,9.038889,21.561111,0.0,
2020-06-01,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-48,-57,-86,98,13,-77,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),16.672222,8.866667,23.088889,0.0,
2020-06-02,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-28,-19,10,36,7,-30,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),18.516667,10.411111,25.255556,0.141111,
2020-06-03,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,74,0,,,6873,198,,,,,,,,,,,,-27,-22,0,55,7,-29,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.355556,10.183333,23.544444,0.0,
2020-06-04,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-33,-28,-5,-3,10,-31,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.533333,12.238889,23.544444,0.0,
2020-06-05,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,72,2,,,6945,200,,,,,,,,,,,,-33,-29,-5,1,9,-30,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.055556,10.740741,18.512346,2.7305,
2020-06-06,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-27,-30,-5,47,3,5,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),13.927778,9.166667,18.772222,0.6604,
2020-06-07,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-33,-38,-1,25,1,5,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),14.444444,9.561111,18.561111,0.0,
2020-06-08,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-30,-20,-8,29,8,-29,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),16.194444,10.177778,20.838889,0.7112,
2020-06-09,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-31,-23,-7,19,9,-29,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.2,11.938889,21.433333,0.0,
2020-06-10,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-28,-21,-4,39,7,-29,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),16.466667,12.111111,20.722222,0.0,
2020-06-11,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,190,8,,,7135,208,,,,,,,,,,,,-31,-23,-6,6,9,-32,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.345679,14.166667,21.851852,1.143,
2020-06-12,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-29,-25,-7,43,6,-28,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),20.728395,14.037037,27.623457,0.0,
2020-06-13,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-34,-40,-16,3,3,4,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),22.759259,17.092593,31.876543,19.2405,
2020-06-14,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-25,-27,11,63,-2,14,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),20.290123,15.796296,24.475309,0.127,
2020-06-15,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-28,-17,-5,43,6,-28,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),19.228395,12.938272,24.709877,0.0,
2020-06-16,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,233,0,,,7368,208,,,,,,,,,,,,-27,-18,-4,46,6,-27,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),20.461111,13.333333,25.938889,0.0,
2020-06-17,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-25,-19,-4,61,5,-28,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),22.511111,14.8,27.788889,0.0,
2020-06-18,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-29,-20,-4,32,7,-29,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),19.188889,15.794444,24.327778,0.042333,
2020-06-19,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,234,3,,,7602,211,,,,,,,,,,,,-31,-27,-7,4,7,-30,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.327778,15.411111,20.516667,1.0795,
2020-06-20,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-30,-33,-10,-4,3,2,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.016667,15.222222,19.4,2.032,
2020-06-21,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-25,-16,21,53,-1,15,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),17.25,14.633333,20.394444,0.580571,
2020-06-22,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-26,-15,-5,45,6,-30,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),19.783333,13.694444,25.266667,1.4478,
2020-06-23,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-25,-14,-4,53,6,-29,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),18.622222,13.238889,23.444444,0.0,
2020-06-24,DE_BE,DE,Germany,BE,Berlin,,,DE,DEU,1,,,,,,,,,,,,,,,,,,-24,-17,-5,53,5,-28,Q64,nuts/DE3,62422,52.516667,13.383333,POINT(13.383333 52.516667),19.205556,12.15,24.0,0.0,
